favorite_count,retweet_count,tweet_id
165,48,667177989038297088
524,386,667176164155375616
218,69,667174963120574464
186,72,667171260800061440
2375,965,667165590075940865
219,50,667160273090932737
42162,14567,667152164079423490
4001,1862,667138269671505920
284,105,667119796878725120
286,105,667090893657276420
351,103,667073648344346624
72,13,667070482143944705
143,40,667065535570550784
192,45,667062181243039745
163,43,667044094246576128
392,186,667012601033924608
213,79,666996132027977728
2239,842,666983947667116034
701,467,666837028449972224
183,65,666835007768551424
218,79,666826780179869698
442,209,666817836334096384
206,78,666804364988780544
657,408,666786068205871104
324,168,666781792255496192
303,148,666776908487630848
207,59,666739327293083650
371,182,666701168228331520
160,42,666691418707132416
993,524,666649482315059201
207,69,666644823164719104
447,179,666454714377183233
90,19,666447344410484738
106,40,666437273139982337
137,41,666435652385423360
276,160,666430724426358785
139,67,666428276349472768
272,91,666421158376562688
107,39,666418789513326592
371,262,666411507551481857
93,30,666407126856765440
147,68,666396247373291520
162,73,666373753744588802
649,468,666362758909284353
179,56,666353288456101888
241,122,666345417576210432
168,79,666337882303524864
424,289,666293911632134144
123,56,666287406224695296
151,66,666273097616637952
98,38,666268910803644416
12853,5459,666104133288665088
66,11,666102155909144576
134,53,666099513787052032
142,63,666094000022159362
92,37,666082916733198337
273,130,666073100786774016
127,51,666071193221509120
396,180,666063827256086533
99,47,666058600524156928
247,112,666057090499244032
367,196,666055525042405380
1023,699,666051853826850816
115,50,666050758794694657
88,36,666049248165822465
246,115,666044226329800704
100,36,666033412701032449
112,39,666029285002620928
2285,420,666020888022790149
